timestamp,solar_kw,total_load_kw,direct_solar_kw,grid_kw,curtailed_solar_kw
2026-01-04 23:00:00,0.0,1.3856280343052336,0.0,1.3856280343052336,0.0
2026-01-05 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-05 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-05 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-05 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-05 04:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-05 05:00:00,0.0,1.184541657479612,0.0,1.184541657479612,0.0
2026-01-05 06:00:00,0.0,2.8230893892645383,0.0,2.8230893892645383,0.0
2026-01-05 07:00:00,0.6945523876537325,4.573338758611057,0.6945523876537325,3.8787863709573247,0.0
2026-01-05 08:00:00,1.2418740286842807,4.529677706618439,1.2418740286842807,3.287803677934158,0.0
2026-01-05 09:00:00,1.7343535332438709,2.597131372568769,1.7343535332438709,0.8627778393248979,0.0
2026-01-05 10:00:00,1.9801655506467644,1.2061313705770358,1.2061313705770358,0.0,0.7740341800697286
2026-01-05 11:00:00,2.173173804846396,0.75,0.75,0.0,1.423173804846396
2026-01-05 12:00:00,2.4363604147413227,0.75,0.75,0.0,1.6863604147413227
2026-01-05 13:00:00,2.10826940644225,0.75,0.75,0.0,1.35826940644225
2026-01-05 14:00:00,2.000315333642444,0.75,0.75,0.0,1.250315333642444
2026-01-05 15:00:00,1.7327679946855554,0.8107657088948582,0.8107657088948582,0.0,0.9220022857906972
2026-01-05 16:00:00,1.2680562144355692,1.3838878234444085,1.2680562144355692,0.11583160900883938,0.0
2026-01-05 17:00:00,0.7326961341131342,2.822832821120252,0.7326961341131342,2.0901366870071176,0.0
2026-01-05 18:00:00,0.2502551174355045,4.616643765527208,0.2502551174355045,4.366388648091704,0.0
2026-01-05 19:00:00,0.0,6.36932664896646,0.0,6.36932664896646,0.0
2026-01-05 20:00:00,0.0,6.163621176677785,0.0,6.163621176677785,0.0
2026-01-05 21:00:00,0.0,4.782786436650311,0.0,4.782786436650311,0.0
2026-01-05 22:00:00,0.0,2.7385509985602976,0.0,2.7385509985602976,0.0
2026-01-05 23:00:00,0.0,1.4256083691352102,0.0,1.4256083691352102,0.0
2026-01-06 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-06 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-06 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-06 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-06 04:00:00,0.0,0.7555371177213134,0.0,0.7555371177213134,0.0
2026-01-06 05:00:00,0.0,1.130873019828874,0.0,1.130873019828874,0.0
2026-01-06 06:00:00,0.0,2.7217581247667657,0.0,2.7217581247667657,0.0
2026-01-06 07:00:00,0.6205238153696131,4.539672685789968,0.6205238153696131,3.919148870420355,0.0
2026-01-06 08:00:00,1.1411993959363553,4.529386846047391,1.1411993959363553,3.388187450111036,0.0
2026-01-06 09:00:00,1.51251362432782,2.7222474977941915,1.51251362432782,1.2097338734663714,0.0
2026-01-06 10:00:00,1.8165611569007039,1.209365932025553,1.209365932025553,0.0,0.6071952248751509
2026-01-06 11:00:00,1.8952824244914344,0.75,0.75,0.0,1.1452824244914344
2026-01-06 12:00:00,2.0527566732181572,0.75,0.75,0.0,1.3027566732181572
2026-01-06 13:00:00,1.9965905189610922,0.75,0.75,0.0,1.2465905189610922
2026-01-06 14:00:00,1.7398293797079725,0.7521448581417003,0.7521448581417003,0.0,0.9876845215662722
2026-01-06 15:00:00,1.4639810773969981,0.7710518929993865,0.7710518929993865,0.0,0.6929291843976116
2026-01-06 16:00:00,1.1181804324833327,1.4265945912539224,1.1181804324833327,0.30841415877058975,0.0
2026-01-06 17:00:00,0.7101913146817908,2.800690424481234,0.7101913146817908,2.090499109799443,0.0
2026-01-06 18:00:00,0.26450695866586565,4.753515224637058,0.26450695866586565,4.489008265971192,0.0
2026-01-06 19:00:00,0.0,6.548003757445049,0.0,6.548003757445049,0.0
2026-01-06 20:00:00,0.0,6.299672960233832,0.0,6.299672960233832,0.0
2026-01-06 21:00:00,0.0,4.74539337137171,0.0,4.74539337137171,0.0
2026-01-06 22:00:00,0.0,2.9475829605270314,0.0,2.9475829605270314,0.0
2026-01-06 23:00:00,0.0,1.4377411887083564,0.0,1.4377411887083564,0.0
2026-01-07 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-07 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-07 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-07 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-07 04:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-07 05:00:00,0.0,1.1626588498885704,0.0,1.1626588498885704,0.0
2026-01-07 06:00:00,0.0,2.5344876310974733,0.0,2.5344876310974733,0.0
2026-01-07 07:00:00,0.48759911560637176,4.2650153063685865,0.48759911560637176,3.7774161907622146,0.0
2026-01-07 08:00:00,0.9153341741173281,4.328514655904063,0.9153341741173281,3.4131804817867346,0.0
2026-01-07 09:00:00,1.3038940060146027,2.708065417992227,1.3038940060146027,1.4041714119776243,0.0
2026-01-07 10:00:00,1.6092042282455823,1.174436298392847,1.174436298392847,0.0,0.4347679298527354
2026-01-07 11:00:00,1.838297098245095,0.7505369056151503,0.7505369056151503,0.0,1.0877601926299447
2026-01-07 12:00:00,1.93630699818168,0.75,0.75,0.0,1.18630699818168
2026-01-07 13:00:00,1.9816297823888869,0.75,0.75,0.0,1.2316297823888869
2026-01-07 14:00:00,1.7853765191880056,0.75,0.75,0.0,1.0353765191880056
2026-01-07 15:00:00,1.47138884829553,0.7974750582215968,0.7974750582215968,0.0,0.6739137900739331
2026-01-07 16:00:00,1.1178771000025116,1.3624243538190188,1.1178771000025116,0.24454725381650722,0.0
2026-01-07 17:00:00,0.7075934128753164,2.7594613924478026,0.7075934128753164,2.0518679795724863,0.0
2026-01-07 18:00:00,0.24142238550733797,4.782649690529554,0.24142238550733797,4.541227305022216,0.0
2026-01-07 19:00:00,0.0,6.300673751846281,0.0,6.300673751846281,0.0
2026-01-07 20:00:00,0.0,6.453709741783827,0.0,6.453709741783827,0.0
2026-01-07 21:00:00,0.0,4.8052958570965165,0.0,4.8052958570965165,0.0
2026-01-07 22:00:00,0.0,2.6447517959551177,0.0,2.6447517959551177,0.0
2026-01-07 23:00:00,0.0,1.3862285046546403,0.0,1.3862285046546403,0.0
