timestamp,solar_kw,total_load_kw,direct_solar_kw,grid_kw,curtailed_solar_kw
2026-01-01 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-01 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-01 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-01 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-01 04:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-01 05:00:00,0.0,1.174748681199423,0.0,1.174748681199423,0.0
2026-01-01 06:00:00,0.0,2.7671988154055733,0.0,2.7671988154055733,0.0
2026-01-01 07:00:00,0.7728862617993855,4.542035591957728,0.7728862617993855,3.769149330158343,0.0
2026-01-01 08:00:00,1.4950620214587493,4.4784034489480735,1.4950620214587493,2.983341427489324,0.0
2026-01-01 09:00:00,1.9738910304295154,2.727972478520166,1.9738910304295154,0.7540814480906506,0.0
2026-01-01 10:00:00,2.6261702910399105,1.2167328681264982,1.2167328681264982,0.0,1.4094374229134123
2026-01-01 11:00:00,3.1585928090385673,0.75,0.75,0.0,2.4085928090385673
2026-01-01 12:00:00,3.3327859797379045,0.75,0.75,0.0,2.5827859797379045
2026-01-01 13:00:00,3.5913808837116736,0.75,0.75,0.0,2.8413808837116736
2026-01-01 14:00:00,3.428610125143674,0.75,0.75,0.0,2.678610125143674
2026-01-01 15:00:00,2.7315587813053495,0.7846093237984579,0.7846093237984579,0.0,1.9469494575068915
2026-01-01 16:00:00,2.1451791137451717,1.379744617385654,1.379744617385654,0.0,0.7654344963595177
2026-01-01 17:00:00,1.244137346990343,2.718485558231908,1.244137346990343,1.4743482112415651,0.0
2026-01-01 18:00:00,0.4545531725996587,4.634011274484125,0.4545531725996587,4.1794581018844665,0.0
2026-01-01 19:00:00,0.0,6.375356718492631,0.0,6.375356718492631,0.0
2026-01-01 20:00:00,0.0,6.717751797623123,0.0,6.717751797623123,0.0
2026-01-01 21:00:00,0.0,4.5308483928659316,0.0,4.5308483928659316,0.0
2026-01-01 22:00:00,0.0,2.632044739290584,0.0,2.632044739290584,0.0
2026-01-01 23:00:00,0.0,1.441268238999646,0.0,1.441268238999646,0.0
2026-01-02 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-02 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-02 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-02 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-02 04:00:00,0.0,0.7587716711922391,0.0,0.7587716711922391,0.0
2026-01-02 05:00:00,0.0,1.2300620545518828,0.0,1.2300620545518828,0.0
2026-01-02 06:00:00,0.0,2.7030096374045574,0.0,2.7030096374045574,0.0
2026-01-02 07:00:00,0.7892514305815506,4.560486428424818,0.7892514305815506,3.7712349978432678,0.0
2026-01-02 08:00:00,1.5961354801318421,4.4417249952761635,1.5961354801318421,2.8455895151443213,0.0
2026-01-02 09:00:00,2.4235888546864004,2.721083976340207,2.4235888546864004,0.29749512165380665,0.0
2026-01-02 10:00:00,2.8435893545564994,1.1439056214781878,1.1439056214781878,0.0,1.6996837330783117
2026-01-02 11:00:00,2.91234921987026,0.7512142680694555,0.7512142680694555,0.0,2.1611349518008045
2026-01-02 12:00:00,3.086156404028714,0.75,0.75,0.0,2.336156404028714
2026-01-02 13:00:00,3.2606985670414526,0.75,0.75,0.0,2.5106985670414526
2026-01-02 14:00:00,3.212068736953514,0.75,0.75,0.0,2.462068736953514
2026-01-02 15:00:00,2.5947813201168146,0.8119397257388523,0.8119397257388523,0.0,1.7828415943779623
2026-01-02 16:00:00,1.86001333289015,1.389600343818243,1.389600343818243,0.0,0.4704129890719071
2026-01-02 17:00:00,1.1120422543026836,2.7953952348110667,1.1120422543026836,1.6833529805083831,0.0
2026-01-02 18:00:00,0.4007419108114951,4.829573882870209,0.4007419108114951,4.428831972058714,0.0
2026-01-02 19:00:00,0.0,6.598927750985257,0.0,6.598927750985257,0.0
2026-01-02 20:00:00,0.0,6.439818827786104,0.0,6.439818827786104,0.0
2026-01-02 21:00:00,0.0,4.666652009609733,0.0,4.666652009609733,0.0
2026-01-02 22:00:00,0.0,2.8537496426982747,0.0,2.8537496426982747,0.0
2026-01-02 23:00:00,0.0,1.4386794793705076,0.0,1.4386794793705076,0.0
2026-01-03 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-03 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-03 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-03 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-03 04:00:00,0.0,0.7505151734962515,0.0,0.7505151734962515,0.0
2026-01-03 05:00:00,0.0,1.1265103223209427,0.0,1.1265103223209427,0.0
2026-01-03 06:00:00,0.0,2.6064426200304487,0.0,2.6064426200304487,0.0
2026-01-03 07:00:00,0.7657140305183563,4.378973054790017,0.7657140305183563,3.613259024271661,0.0
2026-01-03 08:00:00,1.5185525756724383,4.505308962792705,1.5185525756724383,2.986756387120267,0.0
2026-01-03 09:00:00,1.897002626106605,2.549167743617327,1.897002626106605,0.6521651175107219,0.0
2026-01-03 10:00:00,2.521767968084563,1.1900449076120212,1.1900449076120212,0.0,1.3317230604725416
2026-01-03 11:00:00,2.6123191590400747,0.7500272365360896,0.7500272365360896,0.0,1.8622919225039851
2026-01-03 12:00:00,3.168824351558388,0.75,0.75,0.0,2.418824351558388
2026-01-03 13:00:00,3.20812295365832,0.75,0.75,0.0,2.45812295365832
2026-01-03 14:00:00,2.915009909173058,0.75,0.75,0.0,2.165009909173058
2026-01-03 15:00:00,2.3615587496843986,0.7777235685036495,0.7777235685036495,0.0,1.5838351811807492
2026-01-03 16:00:00,1.694311679294745,1.4213024155608855,1.4213024155608855,0.0,0.2730092637338595
2026-01-03 17:00:00,0.990805097326772,2.7038217881196402,0.990805097326772,1.7130166907928683,0.0
2026-01-03 18:00:00,0.34763581431615065,4.7377473578888845,0.34763581431615065,4.390111543572734,0.0
2026-01-03 19:00:00,0.0,5.984077836089084,0.0,5.984077836089084,0.0
2026-01-03 20:00:00,0.0,6.541770280961172,0.0,6.541770280961172,0.0
2026-01-03 21:00:00,0.0,4.8518991099461415,0.0,4.8518991099461415,0.0
2026-01-03 22:00:00,0.0,2.8746301823891205,0.0,2.8746301823891205,0.0
2026-01-03 23:00:00,0.0,1.4199395007428082,0.0,1.4199395007428082,0.0
2026-01-04 00:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-04 01:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-04 02:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-04 03:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-04 04:00:00,0.0,0.75,0.0,0.75,0.0
2026-01-04 05:00:00,0.0,1.1611499009738002,0.0,1.1611499009738002,0.0
2026-01-04 06:00:00,0.0,2.7954350512026895,0.0,2.7954350512026895,0.0
2026-01-04 07:00:00,0.8014838496948938,4.719767757396069,0.8014838496948938,3.918283907701175,0.0
2026-01-04 08:00:00,1.493555235066123,4.687023428869852,1.493555235066123,3.193468193803729,0.0
2026-01-04 09:00:00,2.244488852797653,2.56720258456747,2.244488852797653,0.322713731769817,0.0
2026-01-04 10:00:00,2.8529996482647135,1.1063812840771277,1.1063812840771277,0.0,1.7466183641875859
2026-01-04 11:00:00,3.31513727797609,0.7520605993754477,0.7520605993754477,0.0,2.5630766786006425
2026-01-04 12:00:00,3.767446708116098,0.75,0.75,0.0,3.017446708116098
2026-01-04 13:00:00,3.621089761111091,0.75,0.75,0.0,2.871089761111091
2026-01-04 14:00:00,3.4201582517934876,0.75,0.75,0.0,2.6701582517934876
2026-01-04 15:00:00,2.915208648998748,0.7827760567295177,0.7827760567295177,0.0,2.13243259226923
2026-01-04 16:00:00,2.1628173956105567,1.3642570854993987,1.3642570854993987,0.0,0.798560310111158
2026-01-04 17:00:00,1.3079332835500297,2.772365084186409,1.3079332835500297,1.4644318006363795,0.0
2026-01-04 18:00:00,0.4219318727932677,4.789937794077182,0.4219318727932677,4.368005921283914,0.0
2026-01-04 19:00:00,0.0,6.156899404575997,0.0,6.156899404575997,0.0
2026-01-04 20:00:00,0.0,6.166490300538241,0.0,6.166490300538241,0.0
2026-01-04 21:00:00,0.0,5.011654121335856,0.0,5.011654121335856,0.0
2026-01-04 22:00:00,0.0,2.698951635872766,0.0,2.698951635872766,0.0
